ID,Age,Salaire_Annuel (€),Niveau_Etude,Ville,Score_Credit_Externe,Epargne_Totale (€),Montant_Pret_Accorde,Defaut_Paiement
1156,50.87,199570.05,Licence,Marseille,44.33,67984.31,84711.76,Non
1157,40.94,68854.05,Master,Paris,63.43,25903.15,26394.21,Non
1158,67.05,73866.08,Bac,Lyon,54.43,21989.57,30642.24,Non
1159,51.72,20206.08,Licence,Paris,85.83,6085.77,6917.5,Non
1160,49.01,51265.96,Doctorat,Lyon,49.98,14916.07,19877.85,Non
1161,41.43,58630.43,Bac,Marseille,51.45,21398.43,23573.39,Non
1162,52.94,163795.6,Bac,Paris,60.06,61189.64,67458.61,Non
1163,35.28,269713.58,Doctorat,Paris,56.38,69914.19,106456.62,Non
1164,46.12,35570.68,Master,Lyon,68.92,,13688.68,Oui
1165,32.85,18963.56,--,Lyon,67.14,5382.41,7662.15,Non
1166,41.61,50731.68,Doctorat,Paris,47.54,16637.43,17820.59,Oui
1167,45.47,20113.22,Master,Lyon,76.22,2751.36,6765.42,Non
1168,41.23,57164.44,Doctorat,Marseille,98.0,12663.32,22542.45,Non
1169,41.93,51430.78,Licence,Lyon,49.36,16992.91,19227.82,Non
1170,31.23,15000.0,Licence,Paris,88.76,2985.15,6603.6,Oui
1171,20.4,42309.41,Bac,Lyon,86.75,,15263.43,Non
1172,24.94,37400.57,Bac,Marseille,50.88,13323.24,15548.4,Non
1173,31.22,61198.79,Master,Paris,45.02,7789.32,22462.21,Non
1174,18.0,58845.61,Licence,Lyon,52.72,19232.18,20306.06,Non
1175,45.2,154045.51,Licence,Paris,76.21,63297.11,66842.6,Non
1176,39.69,98721.91,Licence,Paris,67.25,23529.07,41650.12,Non
1177,45.07,24519.64,Master,,89.54,6515.65,10068.3,Non
1178,33.57,39500.41,Licence,Lyon,92.02,16071.72,13727.82,Non
1179,29.34,74933.45,Master,Paris,98.0,6843.62,32033.53,Non
1180,27.69,30722.8,Licence,Marseille,78.57,10699.88,12558.27,Non
1181,46.26,47018.5,Doctorat,Marseille,76.56,16088.13,18514.93,Non
1182,39.05,126550.03,Doctorat,Lyon,,18411.51,39821.87,Non
1183,67.17,47896.8,Bac,Lyon,96.2,9435.89,18733.87,Non
1184,65.79,43977.17,Licence,Lyon,73.49,5586.55,15453.88,Non
1185,28.68,38698.24,Master,Paris,80.48,15196.58,15078.83,Non
1186,46.04,53670.35,Doctorat,Paris,47.21,12983.55,22537.94,Oui
1187,48.28,65153.16,Doctorat,Lyon,84.85,11551.44,21859.0,Non
1188,36.99,42134.33,Doctorat,Paris,87.06,12656.24,13760.4,Non
1189,55.17,22035.5,Master,Lyon,45.44,,9153.64,Oui
1190,27.69,54585.67,Doctorat,?,65.22,14576.13,21885.65,Non
1191,29.75,67051.6,Bac,Paris,90.79,24668.96,25934.97,Non
1192,50.77,53515.53,Doctorat,Lyon,90.29,14784.61,18423.32,Non
1193,70.0,52295.46,Doctorat,Marseille,71.75,16265.74,18887.76,Non
1194,51.51,44918.95,Bac,Marseille,53.51,16338.1,17552.52,Non
1195,38.85,37008.48,Master,Paris,76.13,7789.6,11963.61,Non
1196,63.13,110835.3,Master,Marseille,,26684.91,39181.83,Non
1197,47.33,78860.15,Master,Marseille,33.64,31536.98,31137.55,Oui
1198,56.57,152898.36,Bac,Paris,89.04,13131.77,50546.73,Oui
1199,40.09,39347.78,Doctorat,Marseille,72.76,10688.96,16042.82,Non
1200,49.9,40244.71,Bac,Marseille,77.07,12170.43,13315.76,Non
1201,35.32,61445.34,Doctorat,Lyon,72.57,11410.54,24491.41,Non
1202,28.28,105931.26,Master,Lyon,54.0,24455.59,43656.62,Non
1203,62.59,21433.3,Bac,Marseille,92.07,3364.21,8430.62,Oui
1204,59.98,127565.03,Bac,Marseille,98.0,17887.55,48571.04,Non
1205,43.01,68754.19,Bac,Lyon,50.89,12264.91,23368.23,Non
1206,,49757.61,Licence,Lyon,98.0,8729.4,17932.93,Non
1207,41.82,76025.68,Doctorat,Paris,33.87,15688.72,30639.35,Non
1208,26.82,36225.77,Licence,Lyon,55.11,2381.99,13273.59,Oui
1209,70.0,33475.38,,Paris,12.43,15344.1,13664.35,Oui
1210,39.19,284020.67,Master,Lyon,35.39,43679.12,102685.26,Non
1211,47.36,47300.73,Bac,Lyon,,15466.08,18857.01,Non
1212,37.96,33750.72,,Paris,54.38,10201.48,14185.92,Non
1213,51.07,,Master,Paris,81.41,8677.54,32685.93,Non
1214,44.72,,Licence,Paris,10.0,26157.85,34818.68,Oui
1215,29.1,25397.99,Licence,?,54.98,3718.01,9661.61,Oui
1216,56.09,89792.23,Doctorat,Lyon,80.53,23794.86,37392.04,Non
1217,43.01,34237.32,Bac,Marseille,65.35,5446.21,13249.1,Non
1218,,18657.95,Master,Lyon,73.76,,5783.13,Non
1219,32.08,33065.79,Licence,Paris,87.54,5323.32,13652.85,Non
1220,40.55,15000.0,Licence,Lyon,73.1,4016.75,5582.39,Non
1221,59.0,304367.86,Bac,Marseille,77.76,44072.96,117858.49,Non
1222,35.91,58123.22,Doctorat,,68.78,3513.75,22093.63,Non
1223,33.71,48434.16,Master,Lyon,38.9,15459.94,18649.15,Non
1224,,68146.41,Doctorat,Lyon,55.96,14502.96,22514.68,Non
1225,,65420.16,Licence,Paris,55.18,22393.27,28492.09,Non
1226,38.75,41767.52,Doctorat,Paris,41.7,6152.58,16356.11,Non
1227,,55533.28,Licence,Paris,83.98,13394.76,22635.68,Non
1228,27.63,33854.39,Bac,Marseille,83.26,11199.99,11665.16,Non
1229,40.04,32003.06,Licence,Paris,11.71,7834.41,13913.89,Oui
1230,40.59,89270.39,Licence,Marseille,85.05,24702.37,35713.59,Non
1231,44.9,147208.96,,Lyon,41.29,6835.18,59608.47,Non
1232,21.8,50831.67,Licence,Marseille,98.0,8863.95,18039.57,Non
1233,43.71,66743.81,Doctorat,Lyon,40.82,6775.14,25375.91,Non
1234,34.33,150019.52,Master,Marseille,46.3,19838.23,56064.24,Oui
1235,31.11,203601.42,Licence,Marseille,33.05,49147.81,83943.89,Non
1236,46.12,24731.23,Master,Lyon,63.03,1898.62,10192.54,Non
1237,19.88,76687.95,Master,Marseille,98.0,6079.6,31298.29,Non
1238,23.34,75036.4,Bac,Lyon,69.42,20441.51,27516.7,Non
1239,65.24,71938.32,Master,Marseille,61.99,3605.77,26072.23,Non
1240,43.39,43834.26,Bac,Paris,74.94,7117.4,14336.29,Non
1241,33.84,128409.38,Doctorat,Paris,98.0,56300.85,55324.58,Non
1242,34.56,28099.11,Licence,Paris,85.33,3839.48,9003.65,Non
1243,37.41,87727.21,Bac,Lyon,,18362.38,32176.79,Non
1244,52.0,51881.84,Bac,Marseille,89.6,16605.78,20102.18,Non
1245,18.0,65484.27,Doctorat,Paris,78.76,11731.1,22412.13,Non
1246,49.35,42945.55,Licence,Paris,67.17,4501.47,16327.59,Non
1247,27.4,30293.89,Bac,Marseille,84.18,10688.34,11888.32,Non
1248,26.49,92988.45,Doctorat,Paris,63.37,,36683.61,Non
1249,31.18,79515.3,Licence,Paris,78.35,24898.3,30358.37,Non
1250,64.03,192450.99,Master,Lyon,98.0,40470.26,79682.99,Non
1251,53.2,74843.03,Bac,Lyon,87.75,8308.6,30666.48,Non
1252,34.32,57921.2,Master,Lyon,,9179.99,21228.19,Oui
1253,21.06,46909.65,Licence,Paris,88.9,13431.15,18744.43,Non
1254,51.86,,Licence,Marseille,93.52,1758.49,5600.29,Non
1255,53.46,25607.05,Doctorat,Marseille,,7566.62,9760.74,Non
1256,,23313.33,Licence,Lyon,93.87,6871.42,8653.58,Non
1257,41.1,41823.93,Licence,Paris,72.57,12551.31,16628.86,Non
1258,50.78,71429.7,Licence,Lyon,67.9,5298.42,23419.16,Non
1259,18.0,33272.61,Licence,Marseille,35.54,4027.31,12897.03,Oui
1260,33.83,41864.28,Doctorat,,62.92,11408.37,13957.28,Non
1261,55.45,146232.84,Master,Marseille,43.9,43451.38,53774.16,Non
1262,29.9,73468.63,Bac,Marseille,39.34,23266.11,28800.33,Non
1263,59.95,47560.12,Licence,Paris,81.61,15672.81,17561.34,Non
1264,28.39,44718.28,Doctorat,Paris,33.08,,17862.94,Oui
1265,47.73,50491.06,Licence,Paris,51.47,6572.05,20044.17,Oui
1266,33.24,78433.57,Licence,Paris,79.54,30048.88,33542.11,Non
1267,53.46,51257.03,Master,Paris,92.98,,20535.76,Non
1268,70.0,40403.83,Master,Marseille,98.0,8772.84,16366.66,Oui
1269,43.77,18368.5,Doctorat,,68.68,5793.03,7117.78,Non
1270,33.25,93378.78,Licence,Marseille,76.59,33592.82,34737.74,Non
1271,23.52,26284.15,Master,Marseille,79.76,4831.95,9837.81,Non
1272,51.45,50630.86,Licence,Lyon,49.96,12353.18,21100.31,Non
1273,70.0,29485.78,Licence,Marseille,79.58,3582.08,9903.65,Non
1274,29.77,27522.69,Licence,Lyon,,1761.49,8768.65,Non
1275,70.0,75355.5,Doctorat,Paris,38.19,11316.6,27225.02,Non
1276,35.09,34517.46,Master,Paris,80.94,7494.23,13123.15,Non
1277,30.22,45494.0,Licence,Paris,46.73,9861.79,17035.29,Oui
1278,52.98,280035.64,Licence,Marseille,44.13,81299.29,118428.18,Non
1279,42.62,121095.85,Master,Lyon,93.5,21993.58,43761.71,Non
1280,34.19,56641.79,Bac,Paris,70.29,4787.7,23311.23,Oui
1281,61.06,43263.08,Bac,Marseille,27.04,5167.48,15553.39,Non
1282,52.52,85914.64,Master,Lyon,43.56,,32902.45,Non
1283,53.77,93305.12,Doctorat,Lyon,70.87,9880.94,31858.07,Non
1284,64.16,65419.24,Master,Paris,75.95,17988.51,25635.39,Non
1285,30.93,39298.55,Master,Paris,44.63,4773.02,13279.21,Non
1286,31.85,,Doctorat,Marseille,92.03,23584.87,33610.67,Non
1287,52.19,32898.67,Master,Lyon,79.35,4996.07,12387.43,Non
1288,23.28,31731.45,Licence,Lyon,25.12,1746.67,10030.34,Non
1289,53.39,48483.02,Master,Lyon,61.63,21227.91,17687.06,Oui
1290,54.17,91516.04,Licence,Marseille,,38440.16,33625.5,Non
1291,48.31,,Doctorat,Paris,93.18,14502.17,54877.73,Non
1292,24.09,194377.72,Doctorat,-,91.88,70911.22,83375.82,Non
1293,50.76,25099.74,Master,Paris,77.21,3731.58,10149.24,Oui
1294,18.0,187716.99,Master,Marseille,57.69,51164.83,74022.67,Non
1295,32.47,43434.65,Bac,Paris,96.51,5300.26,16413.36,Non
1296,68.2,147663.68,Master,Paris,88.08,56842.07,56318.5,Non
1297,49.08,51406.17,Licence,Paris,98.0,7351.19,17455.34,Non
1298,66.55,29490.61,Licence,Lyon,82.91,11985.53,11937.15,Oui
1299,47.12,95073.23,Bac,Marseille,68.24,27183.2,43091.02,Non
1300,50.09,51363.37,Licence,,52.3,,16575.53,Oui
1301,42.49,77486.67,Licence,Marseille,88.54,11701.52,27074.31,Oui
1302,33.84,83051.32,Master,Marseille,56.53,7893.11,26057.84,Non
1303,38.11,69623.73,Licence,Paris,73.1,7338.95,21929.67,-
1304,70.0,54183.77,Doctorat,Paris,54.78,12429.33,21830.22,Non
1305,39.3,,Bac,Lyon,67.9,29784.93,36354.26,Non
1306,22.72,148439.03,Master,Marseille,62.87,,54485.08,Non
1307,47.75,23393.44,Licence,Marseille,98.0,2391.91,8044.48,Non
1308,26.21,29949.82,Bac,Marseille,73.92,6069.59,11856.73,Non
1309,27.18,87466.57,Licence,Lyon,78.13,10878.54,35467.56,Non
1310,38.87,,Master,Marseille,55.92,1368.34,5472.21,Non
1311,18.0,16281.36,Doctorat,?,55.43,3490.18,6770.36,Non
1312,,63256.34,Bac,Paris,21.36,,21391.49,Non
1313,39.17,69050.52,Doctorat,Marseille,67.97,7535.88,24933.55,Non
1314,37.16,44364.22,Doctorat,Marseille,97.1,11797.1,18592.98,Non
1315,44.84,126464.81,Master,Paris,52.92,17538.13,52304.41,Non
1316,54.36,97898.75,Doctorat,Marseille,58.81,43098.59,36626.43,Non
1317,56.29,140617.5,Bac,Lyon,55.49,26068.7,57446.9,Non
1318,40.02,70589.06,Bac,Paris,43.33,8603.92,24369.14,Non
1319,50.27,144755.3,Master,Lyon,47.78,31875.17,51065.61,Non
1320,69.11,42311.31,Licence,Lyon,45.37,9605.74,16029.4,Non
1321,23.26,191484.45,Doctorat,Lyon,89.37,35666.87,78963.79,Non
1322,44.96,21531.32,Master,Marseille,47.53,1309.3,7562.95,Non
1323,65.71,83405.31,Licence,Paris,70.6,16581.18,30883.38,Non
1324,40.28,18499.74,Doctorat,Paris,49.76,1027.2,5952.4,Non
1325,59.33,43805.8,Master,Marseille,66.9,7152.94,14753.82,Non
1326,62.91,44333.73,Master,Paris,81.33,9131.2,17096.01,Non
1327,46.2,76094.22,Licence,Paris,57.59,15863.45,32943.01,Oui
1328,43.91,32615.95,Doctorat,Marseille,64.37,10139.2,12116.22,Non
1329,49.66,119198.38,Bac,Paris,38.33,9774.65,44149.09,Oui
1330,32.96,70309.93,Licence,Lyon,61.55,4399.98,25506.62,Non
1331,46.71,88064.95,Doctorat,Paris,40.62,27939.62,35505.77,Non
1332,68.45,119433.53,Master,Marseille,72.13,22839.59,48818.2,Non
1333,18.0,91676.71,Doctorat,Lyon,66.88,26230.77,40444.76,Non
1334,,,Master,Marseille,92.93,38566.08,59754.96,Non
1335,26.3,49036.14,Licence,Paris,62.27,17908.02,17283.12,Non
1336,25.6,43480.13,Master,Marseille,55.31,2874.4,15079.53,Non
1337,18.0,128178.32,Bac,Marseille,70.62,7710.96,49142.36,Non
1338,37.34,102860.21,Bac,,46.16,17329.06,34593.14,Non
1339,32.99,37907.03,Licence,Marseille,66.52,7317.4,14963.82,Non
1340,30.2,31165.59,Doctorat,Lyon,32.52,6344.78,11967.06,Non
1341,26.41,20314.68,Doctorat,Marseille,60.27,1207.69,7824.94,Non
1342,45.73,31852.34,Doctorat,Lyon,52.17,5536.77,12352.98,Non
1343,31.92,129125.65,Licence,Lyon,42.24,12122.8,53896.07,Non
1344,56.55,45450.74,Bac,Paris,84.92,10176.12,17017.47,Non
1345,,75016.49,Master,Marseille,73.96,19531.04,31441.48,Non
1346,62.22,36556.0,Licence,Lyon,87.55,10852.62,14711.83,Non
1347,67.93,144949.32,Doctorat,Marseille,85.44,26414.15,57177.74,Non
1348,,68902.44,Doctorat,Marseille,46.91,19574.91,26383.62,Non
1349,27.64,182964.56,Master,Marseille,40.37,29940.33,75517.52,Non
1350,46.19,21354.91,,Lyon,,7627.55,8154.27,Non
1351,52.8,109652.03,Licence,Marseille,77.21,,42319.23,Oui
1352,45.58,33773.36,Bac,Marseille,95.21,9766.21,12328.67,Non
1353,40.23,34420.91,Doctorat,Paris,88.7,2516.25,11501.63,Non
1354,54.01,,Doctorat,Paris,81.38,11696.58,22778.36,Non
1355,34.16,48892.19,Doctorat,Lyon,98.0,,18487.34,Non
1356,18.0,29091.05,Licence,Paris,94.42,2959.74,11426.68,Non
1357,69.32,58105.06,Bac,Paris,42.57,3132.29,21863.64,Non
1358,50.01,56266.43,Licence,Marseille,47.03,14582.38,19444.49,Non
1359,59.64,77288.23,Bac,Paris,68.94,20280.6,33249.93,Non
1360,34.73,134585.25,Doctorat,Paris,38.99,25130.54,46519.54,Non
1361,28.3,121564.06,Bac,Lyon,47.43,37553.77,43868.31,Non
1362,67.36,40696.99,Licence,Paris,65.29,6884.19,16864.94,Non
1363,18.0,25769.01,Master,Lyon,53.14,5883.34,9913.61,Non
1364,70.0,,Licence,Paris,98.0,24729.5,45900.54,Oui
1365,70.0,118720.28,Bac,Marseille,73.74,22750.89,45168.63,Non
1366,58.51,55593.0,Licence,Lyon,67.3,11628.98,23114.95,Oui
1367,70.0,45595.21,Licence,Lyon,79.98,7883.11,19384.84,Oui
1368,51.78,75491.97,Doctorat,Paris,12.38,22449.96,30539.13,Non
1369,33.47,45631.37,Doctorat,Lyon,98.0,6875.19,16106.94,Oui
1370,31.15,75034.44,Master,Paris,78.34,18066.02,31968.73,Non
1371,51.08,54800.09,Doctorat,Marseille,98.0,7319.23,18186.91,Non
1372,56.48,88206.66,Licence,Marseille,43.48,6723.23,27744.84,Non
1373,18.0,199183.05,Licence,Marseille,93.33,20136.25,76557.56,Non
1374,37.86,64561.17,Master,Lyon,39.11,14577.39,22044.74,Oui
1375,44.17,30755.78,Master,Marseille,52.96,13088.01,11562.84,Oui
1376,24.5,116116.64,Bac,Marseille,98.0,22407.42,39515.13,Non
1377,65.92,,Licence,Lyon,48.32,9656.35,32997.95,Non
1378,19.89,52068.01,Master,Marseille,61.02,9995.14,20992.98,Non
1379,48.15,56027.28,Bac,Paris,80.17,10218.62,23745.14,Oui
1380,35.55,36057.21,Bac,Paris,78.48,7187.53,15444.01,Non
1381,34.84,28734.92,Doctorat,Paris,64.57,5323.54,9794.44,Non
1382,,87340.06,Master,Paris,50.83,4839.0,29331.4,Non
1383,53.51,140101.27,Doctorat,Paris,,19178.28,47973.86,Non
1384,42.87,85350.54,Licence,Paris,71.74,9370.12,31499.04,Non
1385,46.77,110723.03,Doctorat,Lyon,74.01,35893.44,42460.49,Non
1386,56.7,35630.99,Bac,Paris,45.16,9010.91,11529.4,Non
1387,33.16,,Doctorat,Lyon,96.7,1947.37,12908.73,Non
1388,37.57,231510.28,Master,?,35.92,69976.87,97702.64,Oui
1389,48.35,50701.49,Bac,Paris,50.57,5702.42,17656.37,Non
1390,32.82,25859.95,Master,Marseille,59.71,10721.92,11478.57,Non
1391,28.89,49006.26,Bac,Marseille,95.7,10869.78,18681.51,Non
1392,56.56,23029.13,Master,Paris,54.85,3064.47,9397.13,Non
1393,41.58,76487.27,Licence,Marseille,57.88,14205.89,30559.3,Non
1394,40.71,74237.75,Master,Lyon,81.31,8096.25,26120.61,Non
1395,38.1,37547.05,Bac,Paris,77.34,4347.89,15353.47,Non
1396,48.0,107782.52,Master,Marseille,88.49,27888.59,36612.15,Non
1397,26.92,45893.48,Bac,,72.99,5803.86,17254.64,Non
1398,61.49,120706.0,Doctorat,Marseille,92.63,24612.4,42662.57,Non
1399,59.07,138935.68,Master,Paris,48.51,48499.71,48706.0,Non
1400,31.08,24554.5,Bac,Lyon,39.58,4219.26,8806.27,Non
1401,40.73,54523.88,Master,Marseille,91.25,10317.15,22016.03,Non
1402,68.46,97246.55,Doctorat,?,50.48,20719.37,35867.84,Oui
1403,37.95,25883.68,Doctorat,Lyon,53.01,1972.16,9099.72,Non
1404,51.07,136969.14,Licence,-,36.04,,46375.01,Oui
1405,61.84,44411.85,Master,Lyon,53.52,,15081.52,Non
1406,18.0,70505.48,Bac,-,68.74,19918.79,29890.95,Non
1407,53.18,41707.81,Licence,Marseille,91.39,1933.14,13080.4,Non
1408,36.08,19370.55,Bac,Marseille,41.53,8026.64,6886.56,Non
1409,28.06,28763.31,Licence,Marseille,79.37,2815.53,11924.28,Non
1410,35.3,,Licence,Paris,59.77,10287.3,33985.24,Non
1411,40.98,66002.79,Doctorat,Marseille,46.78,11497.95,25123.6,Non
1412,28.45,86092.85,Doctorat,Marseille,87.12,20485.2,30096.91,Non
1413,37.77,,Doctorat,Marseille,60.1,17640.87,24231.79,Non
1414,25.97,28695.41,Master,Lyon,79.89,3409.7,10413.12,Non
1415,58.65,24745.81,Bac,Marseille,47.3,7208.55,8542.49,Non
1416,37.55,152583.12,Licence,Paris,87.51,30485.9,58926.83,Non
1417,62.47,29908.63,Bac,Marseille,60.82,7062.08,9804.72,Non
1418,41.17,57870.86,Master,Marseille,64.17,4975.26,24067.0,Non
1419,45.46,105647.91,Bac,Paris,37.91,13333.05,43147.09,Non
1420,45.72,102765.58,Bac,Marseille,74.42,6249.81,39086.44,Non
1421,42.46,,Doctorat,Lyon,19.9,30346.49,31548.43,Oui
1422,41.01,134090.34,Bac,Marseille,,50629.23,52124.3,Non
1423,62.9,24986.91,Bac,Lyon,,5308.87,9724.28,Non
1424,32.56,55145.76,Bac,Lyon,,13825.8,18886.74,Non
1425,57.53,76702.26,Doctorat,Lyon,,24319.61,33089.27,Non
1426,45.93,47123.76,,,51.72,16425.96,20828.39,Oui
1427,51.31,75139.98,Bac,Paris,62.73,8779.66,23843.55,Non
1428,24.58,113583.84,Master,Lyon,73.16,31360.56,47431.84,Non
1429,34.45,72262.87,Licence,Paris,75.95,18608.08,29559.91,Non
1430,18.0,78742.7,Doctorat,Paris,98.0,9844.64,28248.65,Non
1431,51.54,41826.11,Doctorat,Paris,98.0,7740.15,17584.91,Non
1432,32.0,16705.77,Doctorat,,61.83,5003.99,6643.47,Non
1433,,82928.71,Master,Marseille,,5324.62,27892.24,Oui
1434,34.13,32183.22,Master,Marseille,73.43,1658.5,10346.52,Non
1435,,55124.06,Bac,,98.0,12847.9,20438.6,Non
1436,22.45,151648.28,Bac,Paris,86.92,23908.71,58627.36,Non
1437,,38440.43,Bac,Lyon,73.57,8345.17,14141.22,Oui
1438,54.67,54589.16,Doctorat,,77.78,11858.18,20949.67,Non
1439,57.56,50412.23,Bac,Marseille,85.76,11527.64,21671.97,Non
1440,47.51,81911.94,Doctorat,Marseille,53.24,15749.08,28161.6,Non
1441,37.68,48379.18,Licence,Marseille,83.16,9875.75,18757.25,Non
1442,33.12,97338.24,Licence,Lyon,70.78,,40224.03,Non
1443,41.73,66378.69,Licence,Lyon,96.6,24723.2,27058.52,Non
1444,28.21,130723.54,,Paris,88.8,48703.73,58396.53,Non
1445,60.26,,Licence,Marseille,98.0,8221.32,12613.16,Non
1446,20.88,40360.57,Licence,Paris,65.92,11834.97,16548.97,Non
1447,39.82,58195.83,Master,Paris,92.92,3497.4,21342.55,Non
1448,62.12,73056.04,Bac,Lyon,75.96,15182.57,29629.22,Non
1449,44.67,37124.87,Doctorat,Marseille,91.13,5095.42,15063.82,Non
1450,40.2,44825.48,Bac,Lyon,86.74,4483.11,15524.89,Non
1451,40.82,78049.59,Bac,Lyon,68.78,10173.07,30839.49,Non
1452,47.92,34974.71,Master,Marseille,55.92,1803.95,12274.72,Oui
1453,49.22,68072.38,Master,Lyon,97.7,14113.44,25601.27,Non
1454,18.0,15000.0,Licence,Paris,81.76,2619.37,5172.67,Non
1455,45.03,39910.99,Licence,Marseille,80.04,5198.67,16322.32,Non
1456,18.0,59724.12,Bac,Lyon,81.47,2964.69,22256.8,Non
1457,18.0,96477.1,Doctorat,Lyon,68.87,22445.12,37684.14,Non
1458,60.74,40282.87,Bac,Lyon,80.27,6980.26,15125.21,Non
1459,34.72,88380.76,Doctorat,Paris,69.56,10035.76,32167.95,Non
1460,20.69,65901.52,Doctorat,Paris,44.59,24090.55,23094.03,Non
1461,54.58,48783.19,Doctorat,Marseille,67.65,8002.57,18190.1,Non
1462,50.66,25720.71,Licence,Marseille,44.85,5297.14,10802.28,Non
1463,60.46,104198.94,Doctorat,Lyon,51.57,24682.63,35228.86,Non
1464,46.39,23855.31,Licence,Marseille,64.33,2728.53,8381.19,Oui
1465,28.91,36122.9,Bac,Paris,59.52,9497.11,16240.38,Non
1466,23.3,51639.55,Master,Lyon,58.61,7421.53,21118.47,Non
1467,45.67,47489.54,Doctorat,Marseille,68.55,8456.35,18968.79,Non
1468,41.82,87466.72,Licence,Lyon,43.2,26862.92,34178.08,Non
1469,57.25,65207.84,Licence,Paris,,12388.74,22946.27,Non
1470,58.48,50048.77,Master,Lyon,31.59,5664.82,16835.43,Non
1471,47.92,35434.07,Bac,Marseille,75.18,9625.38,13805.76,Non
1472,60.99,30179.66,Licence,Marseille,72.02,9854.91,10941.51,Non
1473,47.74,36471.88,Licence,Marseille,72.5,8147.78,12444.73,Non
1474,,63430.38,Licence,Lyon,82.08,23535.03,23499.87,Non
1475,30.14,32587.25,Master,Marseille,93.14,13288.26,14421.98,Non
1476,57.27,,Master,Lyon,87.92,3259.33,18845.83,Non
1477,46.35,83745.65,Bac,Paris,74.85,7280.92,29547.3,Non
1478,18.0,33855.0,Licence,Paris,43.67,3374.5,13519.36,Non
1479,46.74,41492.24,Master,Marseille,56.63,9303.29,15124.86,Non
1480,53.64,80929.03,Bac,Marseille,84.2,6174.04,30100.07,Non
1481,36.12,,,Lyon,94.69,1983.33,14717.06,Non
1482,47.76,118581.34,Licence,Paris,98.0,39284.73,41980.24,Non
1483,44.98,73322.23,Doctorat,Lyon,76.22,21732.15,26285.29,Non
1484,62.29,25172.29,Doctorat,-,,7888.57,9932.76,Non
1485,49.59,41086.87,Licence,Marseille,88.69,4405.7,16105.62,Non
1486,43.42,,Bac,Paris,42.3,5717.7,6540.26,Non
1487,53.56,68156.82,Licence,Marseille,83.7,18001.45,22100.96,Non
1488,42.38,45240.05,Licence,Marseille,76.68,4573.66,15477.51,Non
1489,50.7,201840.96,Licence,Paris,95.37,49408.75,87705.03,Non
1490,60.24,78487.55,Master,Lyon,49.35,26757.2,28054.84,Non
1491,40.18,92036.64,Doctorat,Lyon,45.74,17284.79,39578.49,Non
1492,70.0,54715.97,Doctorat,Lyon,67.71,9165.42,18168.26,Non
1493,28.6,72135.01,Doctorat,Marseille,56.97,19313.79,24006.17,Non
1494,53.04,,Bac,Lyon,41.51,43850.71,38635.33,Oui
1495,34.62,48566.4,Bac,Lyon,87.08,7400.46,17904.46,Non
1496,34.8,41372.0,Licence,Paris,87.58,2536.4,17139.0,Non
1497,58.43,100865.7,Bac,Paris,58.72,22812.42,44493.88,Non
1498,,74851.72,Doctorat,Paris,98.0,26008.96,27215.26,Oui
1499,38.32,77944.24,Licence,Lyon,84.34,12657.94,31536.57,Non
1500,31.05,60096.97,Licence,Paris,62.07,12674.28,24447.26,Non
1501,48.64,123884.86,Bac,Marseille,54.08,37836.81,52681.33,Non
1502,32.61,79549.14,Bac,Paris,41.71,16734.44,31733.27,Non
1503,52.78,153273.06,Master,Marseille,37.86,29242.16,65126.74,Non
1504,42.89,48099.08,Bac,Lyon,47.95,4274.41,15803.35,Non
1505,33.96,157851.1,Bac,Paris,49.85,66434.38,57018.54,Non
1506,43.92,95212.45,Doctorat,Lyon,47.47,32773.66,32298.02,Non
1507,65.05,38196.5,Bac,Marseille,45.81,4658.32,12772.93,Non
1508,53.19,102845.18,Master,Paris,80.77,9001.1,31874.29,Non
1509,53.2,82205.99,Bac,Lyon,81.9,17523.64,35435.12,Non
1510,41.51,40343.51,Bac,Lyon,82.24,15260.34,13997.03,Non
1511,54.04,62148.12,Bac,Paris,91.51,3453.37,19563.04,Non
1512,51.02,28476.04,Master,Paris,67.88,6851.47,10023.66,Oui
1513,23.31,88529.68,Bac,,80.59,34785.54,32310.19,Non
1514,50.7,112708.08,Licence,Marseille,63.26,33091.38,48232.42,Non
1515,21.37,125336.83,Doctorat,Lyon,54.12,30680.07,43995.58,Non
1516,54.02,28577.15,Licence,Paris,63.34,9307.03,12284.04,Non
1517,18.0,92946.02,Master,Lyon,68.45,19921.32,33931.07,Non
1518,61.09,90108.67,Licence,Marseille,54.45,18530.59,36473.06,Non
1519,50.55,18044.09,Bac,Marseille,23.16,4421.13,6561.83,Oui
1520,54.28,136841.62,Licence,Lyon,59.62,23653.6,43779.14,Non
1521,62.83,34390.47,Bac,Marseille,83.02,2826.68,11950.72,Non
1522,39.29,61138.64,Doctorat,,86.83,9543.82,20285.76,Non
1523,52.05,84291.77,Bac,Lyon,26.26,,29182.41,Oui
1524,44.77,87688.86,Bac,Paris,65.83,26838.16,31997.54,Non
1525,18.0,268230.54,Licence,Marseille,80.86,68932.22,94750.51,Non
1526,45.59,62856.54,Licence,Paris,65.83,6027.32,21011.41,Non
1527,45.56,42485.47,Licence,Marseille,98.0,9095.83,15647.96,Non
1528,63.41,38613.92,Doctorat,Paris,90.63,3230.18,15370.54,Non
1529,52.71,43725.62,Licence,,51.74,17244.19,16104.45,Oui
